Time,A2390568,,A2390568,,,,,
and,Discharge (Ml/day),,EC corrected (uS/cm),,,,Quality Code:,
Date,Mean Daily,Quality Code,Mean Daily,Quality Code,,,1,Good Quality
2/01/2016 0:00,0,1,,153,,,153,Not recored - outside recordable range of instrument
3/01/2016 0:00,0,1,,153,,,150,Unverified Telemetered data
4/01/2016 0:00,0,1,,153,,,,
5/01/2016 0:00,0,1,,153,,,,
6/01/2016 0:00,0,1,,153,,,,
7/01/2016 0:00,0,1,,153,,,,
8/01/2016 0:00,0,1,,153,,,,
9/01/2016 0:00,0,1,,153,,,,
10/01/2016 0:00,0,1,,153,,,,
11/01/2016 0:00,0,1,,153,,,,
12/01/2016 0:00,0,1,,153,,,,
13/01/2016 0:00,0,1,,153,,,,
14/01/2016 0:00,0,1,,153,,,,
15/01/2016 0:00,0,1,,153,,,,
16/01/2016 0:00,0,1,,153,,,,
17/01/2016 0:00,0,1,,153,,,,
18/01/2016 0:00,0,1,,153,,,,
19/01/2016 0:00,0,1,,153,,,,
20/01/2016 0:00,0,1,,153,,,,
21/01/2016 0:00,0,1,,153,,,,
22/01/2016 0:00,0,1,,153,,,,
23/01/2016 0:00,0,1,,153,,,,
24/01/2016 0:00,0,1,,153,,,,
25/01/2016 0:00,0,1,,153,,,,
26/01/2016 0:00,0,1,,153,,,,
27/01/2016 0:00,0,1,,153,,,,
28/01/2016 0:00,0,1,,153,,,,
29/01/2016 0:00,0,1,,153,,,,
30/01/2016 0:00,0,1,,153,,,,
31/01/2016 0:00,0,1,,153,,,,
1/02/2016 0:00,0,1,,153,,,,
2/02/2016 0:00,0,1,,153,,,,
3/02/2016 0:00,0,1,,153,,,,
4/02/2016 0:00,0,1,,153,,,,
5/02/2016 0:00,0,1,,153,,,,
6/02/2016 0:00,0,1,,153,,,,
7/02/2016 0:00,0,1,,153,,,,
8/02/2016 0:00,0,1,,153,,,,
9/02/2016 0:00,0,1,,153,,,,
10/02/2016 0:00,0,1,,153,,,,
11/02/2016 0:00,0,1,,153,,,,
12/02/2016 0:00,0,1,,153,,,,
13/02/2016 0:00,0,1,,153,,,,
14/02/2016 0:00,0,1,,153,,,,
15/02/2016 0:00,0,1,,153,,,,
16/02/2016 0:00,0,1,,153,,,,
17/02/2016 0:00,0,1,,153,,,,
18/02/2016 0:00,0,1,,153,,,,
19/02/2016 0:00,0,1,,153,,,,
20/02/2016 0:00,0,150,,153,,,,
21/02/2016 0:00,0,150,-4,150,,,,
22/02/2016 0:00,0,150,5,150,,,,
23/02/2016 0:00,0,150,21,150,,,,
24/02/2016 0:00,0,150,17,150,,,,
25/02/2016 0:00,0,150,23,150,,,,
26/02/2016 0:00,0,150,13,150,,,,
27/02/2016 0:00,0,150,8,150,,,,
28/02/2016 0:00,0,150,2,150,,,,
29/02/2016 0:00,0,150,7,150,,,,
1/03/2016 0:00,0,150,1,150,,,,
2/03/2016 0:00,0,150,5,150,,,,
3/03/2016 0:00,0,150,10,150,,,,
4/03/2016 0:00,0,150,8,150,,,,
5/03/2016 0:00,0,150,9,150,,,,
6/03/2016 0:00,0,150,11,150,,,,
7/03/2016 0:00,0,150,20,150,,,,
8/03/2016 0:00,0,150,17,150,,,,
9/03/2016 0:00,0,150,17,150,,,,
10/03/2016 0:00,0,150,20,150,,,,
11/03/2016 0:00,0,150,21,150,,,,
12/03/2016 0:00,0,150,15,150,,,,
13/03/2016 0:00,0,150,12,150,,,,
14/03/2016 0:00,0,150,9,150,,,,
15/03/2016 0:00,0,150,2,150,,,,
16/03/2016 0:00,0,150,-7,150,,,,
17/03/2016 0:00,0,150,-2,150,,,,
18/03/2016 0:00,0,150,16,150,,,,
19/03/2016 0:00,0,150,-11,150,,,,
20/03/2016 0:00,0,150,-13,150,,,,
21/03/2016 0:00,0,150,-19,150,,,,
22/03/2016 0:00,0,150,-18,150,,,,
23/03/2016 0:00,0,150,-8,150,,,,
24/03/2016 0:00,0,150,-2,150,,,,
25/03/2016 0:00,0,150,2,150,,,,
26/03/2016 0:00,0,150,-6,150,,,,
27/03/2016 0:00,0,150,-1,150,,,,
28/03/2016 0:00,0,150,-6,150,,,,
29/03/2016 0:00,0,150,-24,150,,,,
30/03/2016 0:00,0,150,-18,150,,,,
31/03/2016 0:00,0,150,-19,150,,,,
1/04/2016 0:00,0,150,-17,150,,,,
2/04/2016 0:00,0,150,-6,150,,,,
3/04/2016 0:00,0,150,0,150,,,,
4/04/2016 0:00,0,150,-28,150,,,,
5/04/2016 0:00,0,150,-19,150,,,,
6/04/2016 0:00,0,150,-3,150,,,,
7/04/2016 0:00,0,150,-13,150,,,,
8/04/2016 0:00,0,150,-24,150,,,,
9/04/2016 0:00,0,150,-24,150,,,,
10/04/2016 0:00,0,150,-15,150,,,,
11/04/2016 0:00,0,150,-5,150,,,,
12/04/2016 0:00,0,150,-4,150,,,,
13/04/2016 0:00,0,150,-7,150,,,,
14/04/2016 0:00,0,150,-19,150,,,,
15/04/2016 0:00,0,150,-17,150,,,,
16/04/2016 0:00,0,150,-12,150,,,,
17/04/2016 0:00,0,150,-13,150,,,,
18/04/2016 0:00,0,150,-23,150,,,,
19/04/2016 0:00,0,150,-31,150,,,,
20/04/2016 0:00,0,150,-16,150,,,,
21/04/2016 0:00,0,150,-4,150,,,,
22/04/2016 0:00,0,150,-7,150,,,,
23/04/2016 0:00,0,150,-22,150,,,,
24/04/2016 0:00,0,150,-24,150,,,,
25/04/2016 0:00,0,150,-23,150,,,,
26/04/2016 0:00,0,150,-27,150,,,,
27/04/2016 0:00,0,150,-17,150,,,,
28/04/2016 0:00,0,150,3,150,,,,
29/04/2016 0:00,0,150,-4,150,,,,
30/04/2016 0:00,0,150,-15,150,,,,
1/05/2016 0:00,0,150,-16,150,,,,
2/05/2016 0:00,0,150,-24,150,,,,
3/05/2016 0:00,0,150,-22,150,,,,
4/05/2016 0:00,0,150,-23,150,,,,
5/05/2016 0:00,0,150,-23,150,,,,
6/05/2016 0:00,0,150,-10,150,,,,
7/05/2016 0:00,0,150,-17,150,,,,
8/05/2016 0:00,0,150,-22,150,,,,
9/05/2016 0:00,0,150,-14,150,,,,
10/05/2016 0:00,0,150,-26,150,,,,
11/05/2016 0:00,0,150,-25,150,,,,
12/05/2016 0:00,0,150,-21,150,,,,
13/05/2016 0:00,0,150,-11,150,,,,
14/05/2016 0:00,0,150,-24,150,,,,
15/05/2016 0:00,0,150,-31,150,,,,
16/05/2016 0:00,0,150,-20,150,,,,
17/05/2016 0:00,0,150,-29,150,,,,
18/05/2016 0:00,0,150,-17,150,,,,
19/05/2016 0:00,0,150,-15,150,,,,
20/05/2016 0:00,0,150,-14,150,,,,
21/05/2016 0:00,0,150,-17,150,,,,
22/05/2016 0:00,0,150,-25,150,,,,
23/05/2016 0:00,0,150,-26,150,,,,
24/05/2016 0:00,0,150,-29,150,,,,
25/05/2016 0:00,0,150,-31,150,,,,
26/05/2016 0:00,0,150,-42,150,,,,
27/05/2016 0:00,0,150,-33,150,,,,
28/05/2016 0:00,0,150,-45,150,,,,
29/05/2016 0:00,1.6,150,15929,150,,,,
30/05/2016 0:00,6,150,22334,150,,,,
31/05/2016 0:00,7.8,150,22361,150,,,,
1/06/2016 0:00,8.8,150,20185,150,,,,
2/06/2016 0:00,7.3,150,19050,150,,,,
3/06/2016 0:00,6.1,150,19123,150,,,,
4/06/2016 0:00,5.6,150,19076,150,,,,
5/06/2016 0:00,5.2,150,18231,150,,,,
6/06/2016 0:00,4.8,150,18579,150,,,,
7/06/2016 0:00,2.5,150,18598,150,,,,
8/06/2016 0:00,5,150,18782,150,,,,
9/06/2016 0:00,10.1,150,16488,150,,,,
10/06/2016 0:00,9,150,15520,150,,,,
11/06/2016 0:00,8.9,150,15684,150,,,,
12/06/2016 0:00,10,150,15872,150,,,,
13/06/2016 0:00,14.1,150,14539,150,,,,
14/06/2016 0:00,12.8,150,14606,150,,,,
15/06/2016 0:00,11.1,150,14690,150,,,,
16/06/2016 0:00,11.2,150,14107,150,,,,
17/06/2016 0:00,11.3,150,14435,150,,,,
18/06/2016 0:00,10.7,150,13846,150,,,,
19/06/2016 0:00,13.9,150,13775,150,,,,
20/06/2016 0:00,13.9,150,13528,150,,,,
21/06/2016 0:00,12.1,150,14065,150,,,,
22/06/2016 0:00,8.1,150,13788,150,,,,
23/06/2016 0:00,3.4,150,14118,150,,,,
24/06/2016 0:00,4.3,150,14456,150,,,,
25/06/2016 0:00,7.3,150,13129,150,,,,
26/06/2016 0:00,20.3,150,10684,150,,,,
27/06/2016 0:00,17.5,150,10604,150,,,,
28/06/2016 0:00,17.1,150,10632,150,,,,
29/06/2016 0:00,14.2,150,10473,150,,,,
30/06/2016 0:00,13.8,150,10568,150,,,,
1/07/2016 0:00,7,150,10866,150,,,,
2/07/2016 0:00,14.9,150,10658,150,,,,
3/07/2016 0:00,15.1,150,10338,150,,,,
4/07/2016 0:00,13.6,150,10440,150,,,,
5/07/2016 0:00,19.6,150,10179,150,,,,
6/07/2016 0:00,34.1,150,8459,150,,,,
7/07/2016 0:00,34,150,8099,150,,,,
8/07/2016 0:00,32,150,8072,150,,,,
9/07/2016 0:00,29.9,150,8166,150,,,,
10/07/2016 0:00,30.6,150,8351,150,,,,
11/07/2016 0:00,24.9,150,8425,150,,,,
12/07/2016 0:00,10.1,150,8397,150,,,,
13/07/2016 0:00,5.3,150,8501,150,,,,
14/07/2016 0:00,46.2,150,7260,150,,,,
15/07/2016 0:00,51.8,150,6898,150,,,,
16/07/2016 0:00,63.7,150,7110,150,,,,
17/07/2016 0:00,75.3,150,7528,150,,,,
18/07/2016 0:00,67.3,150,7627,150,,,,
19/07/2016 0:00,66.2,150,7958,150,,,,
20/07/2016 0:00,91.9,150,8614,150,,,,
21/07/2016 0:00,94.2,150,8680,150,,,,
22/07/2016 0:00,74.3,150,8825,150,,,,
23/07/2016 0:00,32.1,150,9055,150,,,,
24/07/2016 0:00,75.4,150,10141,150,,,,
25/07/2016 0:00,61.9,150,10355,150,,,,
26/07/2016 0:00,49.9,150,10189,150,,,,
27/07/2016 0:00,74.3,150,10226,150,,,,
28/07/2016 0:00,137.4,150,10062,150,,,,
29/07/2016 0:00,123.4,150,10284,150,,,,
30/07/2016 0:00,121.1,150,10338,150,,,,
31/07/2016 0:00,131.1,150,11056,150,,,,
1/08/2016 0:00,154.6,150,11136,150,,,,
2/08/2016 0:00,173.4,150,11246,150,,,,
3/08/2016 0:00,187.5,150,11173,150,,,,
4/08/2016 0:00,175.2,150,11365,150,,,,
5/08/2016 0:00,170.7,150,11459,150,,,,
6/08/2016 0:00,158.2,150,11391,150,,,,
7/08/2016 0:00,156.9,150,11351,150,,,,
8/08/2016 0:00,139.1,150,11456,150,,,,
9/08/2016 0:00,137.3,150,11657,150,,,,
10/08/2016 0:00,106.5,150,11416,150,,,,
11/08/2016 0:00,86.4,150,11068,150,,,,
12/08/2016 0:00,174,150,10715,150,,,,
13/08/2016 0:00,139.9,150,10698,150,,,,
14/08/2016 0:00,147.9,150,10800,150,,,,
15/08/2016 0:00,155.2,150,10924,150,,,,
16/08/2016 0:00,156.4,150,11050,150,,,,
17/08/2016 0:00,136.8,150,11273,150,,,,
18/08/2016 0:00,166.3,150,11253,150,,,,
19/08/2016 0:00,98.5,150,11386,150,,,,
20/08/2016 0:00,103.7,150,11377,150,,,,
21/08/2016 0:00,114.1,150,11476,150,,,,
22/08/2016 0:00,146.2,150,11484,150,,,,
23/08/2016 0:00,174.5,150,11630,150,,,,
24/08/2016 0:00,178.7,150,11638,150,,,,
25/08/2016 0:00,172.5,150,11879,150,,,,
26/08/2016 0:00,157.2,150,12083,150,,,,
27/08/2016 0:00,145.1,150,12298,150,,,,
28/08/2016 0:00,125.3,150,12471,150,,,,
29/08/2016 0:00,143.4,150,12615,150,,,,
30/08/2016 0:00,144.7,150,13062,150,,,,
31/08/2016 0:00,141.9,150,12772,150,,,,
1/09/2016 0:00,128,150,12646,150,,,,
2/09/2016 0:00,161.8,150,12721,150,,,,
3/09/2016 0:00,159.1,150,12713,150,,,,
4/09/2016 0:00,118,150,12738,150,,,,
5/09/2016 0:00,132.9,150,12693,150,,,,
6/09/2016 0:00,149.7,150,12684,150,,,,
7/09/2016 0:00,156.9,150,12518,150,,,,
8/09/2016 0:00,138.9,150,12721,150,,,,
9/09/2016 0:00,140.4,150,12613,150,,,,
10/09/2016 0:00,191.4,150,11451,150,,,,
11/09/2016 0:00,173.8,150,11396,150,,,,
12/09/2016 0:00,158.8,150,11423,150,,,,
13/09/2016 0:00,198.6,150,11527,150,,,,
14/09/2016 0:00,203.2,150,11425,150,,,,
15/09/2016 0:00,195.5,150,11165,150,,,,
16/09/2016 0:00,200,150,11428,150,,,,
17/09/2016 0:00,181.1,150,11697,150,,,,
18/09/2016 0:00,178.5,150,11837,150,,,,
19/09/2016 0:00,215.9,150,12109,150,,,,
20/09/2016 0:00,172.7,150,12278,150,,,,
21/09/2016 0:00,190,150,12513,150,,,,
22/09/2016 0:00,224.1,150,12534,150,,,,
23/09/2016 0:00,188.1,150,12700,150,,,,
24/09/2016 0:00,177.2,150,12776,150,,,,
25/09/2016 0:00,165.6,150,12849,150,,,,
26/09/2016 0:00,171,150,12768,150,,,,
27/09/2016 0:00,154.2,150,12647,150,,,,
28/09/2016 0:00,163.3,150,12542,150,,,,
29/09/2016 0:00,173.1,150,12531,150,,,,
30/09/2016 0:00,176.8,150,12168,150,,,,
1/10/2016 0:00,175.7,150,12108,150,,,,
2/10/2016 0:00,177.2,150,12280,150,,,,
3/10/2016 0:00,163.5,150,12465,150,,,,
4/10/2016 0:00,67.4,150,12419,150,,,,
5/10/2016 0:00,104.4,150,12488,150,,,,
6/10/2016 0:00,163.6,150,12886,150,,,,
7/10/2016 0:00,170.5,150,13187,150,,,,
8/10/2016 0:00,213.1,150,13674,150,,,,
9/10/2016 0:00,208.8,150,13966,150,,,,
10/10/2016 0:00,133.8,150,14189,150,,,,
11/10/2016 0:00,104.6,150,14494,150,,,,
12/10/2016 0:00,191.5,150,15040,150,,,,
13/10/2016 0:00,193.4,150,15208,150,,,,
14/10/2016 0:00,193.6,150,15363,150,,,,
15/10/2016 0:00,159.7,150,15562,150,,,,
16/10/2016 0:00,113.1,150,15843,150,,,,
17/10/2016 0:00,134.2,150,15858,150,,,,
18/10/2016 0:00,111.6,150,15110,150,,,,
19/10/2016 0:00,146.6,150,14801,150,,,,
20/10/2016 0:00,187.7,150,14632,150,,,,
21/10/2016 0:00,148.4,150,14695,150,,,,
22/10/2016 0:00,174.5,150,14701,150,,,,
23/10/2016 0:00,204.1,150,14438,150,,,,
24/10/2016 0:00,178.5,150,14696,150,,,,
25/10/2016 0:00,153.7,150,14807,150,,,,
26/10/2016 0:00,126.1,150,14998,150,,,,
27/10/2016 0:00,163.6,150,14851,150,,,,
28/10/2016 0:00,172.1,150,14917,150,,,,
29/10/2016 0:00,147.7,150,15344,150,,,,
30/10/2016 0:00,115.5,150,15486,150,,,,
31/10/2016 0:00,40.7,150,16018,150,,,,
1/11/2016 0:00,78.7,150,16427,150,,,,
2/11/2016 0:00,98.4,150,16085,150,,,,
3/11/2016 0:00,115.1,150,16130,150,,,,
4/11/2016 0:00,131.7,150,16169,150,,,,
5/11/2016 0:00,84.3,150,16347,150,,,,
6/11/2016 0:00,99,150,16769,150,,,,
7/11/2016 0:00,91.3,150,17139,150,,,,
8/11/2016 0:00,117.7,150,16727,150,,,,
9/11/2016 0:00,115,150,16444,150,,,,
10/11/2016 0:00,108.8,150,16458,150,,,,
11/11/2016 0:00,107.7,150,16697,150,,,,
12/11/2016 0:00,105.7,150,16326,150,,,,
13/11/2016 0:00,29.4,150,16061,150,,,,
14/11/2016 0:00,51.9,150,16774,150,,,,
15/11/2016 0:00,114.4,150,15243,150,,,,
16/11/2016 0:00,90.5,150,15619,150,,,,
17/11/2016 0:00,88.1,150,15384,150,,,,
18/11/2016 0:00,52.8,150,15898,150,,,,
19/11/2016 0:00,87.3,150,16430,150,,,,
20/11/2016 0:00,83.5,150,16565,150,,,,
21/11/2016 0:00,63.7,150,16639,150,,,,
22/11/2016 0:00,53.2,150,16699,150,,,,
23/11/2016 0:00,63.3,150,16567,150,,,,
24/11/2016 0:00,63.8,150,16194,150,,,,
25/11/2016 0:00,51.6,150,16841,150,,,,
26/11/2016 0:00,58.7,150,16745,150,,,,
27/11/2016 0:00,51.5,150,17104,150,,,,
28/11/2016 0:00,43.7,150,17790,150,,,,
29/11/2016 0:00,41.2,150,17098,150,,,,
30/11/2016 0:00,40.6,150,17223,150,,,,
1/12/2016 0:00,41.9,150,17266,150,,,,
2/12/2016 0:00,34.6,150,17919,150,,,,
3/12/2016 0:00,33.9,150,17891,150,,,,
4/12/2016 0:00,34.6,150,17544,150,,,,
5/12/2016 0:00,27.2,150,17655,150,,,,
6/12/2016 0:00,28,150,19049,150,,,,
7/12/2016 0:00,31.5,150,17303,150,,,,
8/12/2016 0:00,27.3,150,18080,150,,,,
9/12/2016 0:00,12.2,150,19317,150,,,,
10/12/2016 0:00,39.3,150,17177,150,,,,
11/12/2016 0:00,37.9,150,16567,150,,,,
12/12/2016 0:00,37.5,150,16398,150,,,,
13/12/2016 0:00,26,150,16952,150,,,,
14/12/2016 0:00,20.9,150,17614,150,,,,
15/12/2016 0:00,28.7,150,17619,150,,,,
16/12/2016 0:00,35.8,150,17641,150,,,,
17/12/2016 0:00,27.8,150,18122,150,,,,
18/12/2016 0:00,20.5,150,19132,150,,,,
19/12/2016 0:00,25.3,150,17686,150,,,,
20/12/2016 0:00,19.7,150,17887,150,,,,
21/12/2016 0:00,17.6,150,19192,150,,,,
22/12/2016 0:00,20.7,150,19169,150,,,,
23/12/2016 0:00,24.3,150,18244,150,,,,
24/12/2016 0:00,18.9,150,19052,150,,,,
25/12/2016 0:00,17.4,150,19794,150,,,,
26/12/2016 0:00,20,150,18257,150,,,,
27/12/2016 0:00,21.5,150,18226,150,,,,
28/12/2016 0:00,24.1,150,17269,150,,,,
29/12/2016 0:00,22.4,150,14383,150,,,,
30/12/2016 0:00,41.3,150,12497,150,,,,
31/12/2016 0:00,31,150,13200,150,,,,
1/01/2017 0:00,41.2,150,13207,150,,,,
2/01/2017 0:00,46.8,150,12576,150,,,,
3/01/2017 0:00,66,150,12067,150,,,,
4/01/2017 0:00,58.3,150,12552,150,,,,
5/01/2017 0:00,47,150,12705,150,,,,
6/01/2017 0:00,40.2,150,13069,150,,,,
7/01/2017 0:00,29.9,150,13854,150,,,,
8/01/2017 0:00,26.2,150,13780,150,,,,
9/01/2017 0:00,27.1,150,14315,150,,,,
10/01/2017 0:00,33.8,150,13889,150,,,,
11/01/2017 0:00,33.4,150,14008,150,,,,
12/01/2017 0:00,32.4,150,14802,150,,,,
13/01/2017 0:00,33.2,150,14488,150,,,,
14/01/2017 0:00,26.8,150,14568,150,,,,
15/01/2017 0:00,25.7,150,14676,150,,,,
16/01/2017 0:00,41.3,150,13798,150,,,,
17/01/2017 0:00,36.1,150,13824,150,,,,
18/01/2017 0:00,33.4,150,14518,150,,,,
19/01/2017 0:00,47.4,150,13780,150,,,,
20/01/2017 0:00,47.9,150,14204,150,,,,
21/01/2017 0:00,54,150,11848,150,,,,
22/01/2017 0:00,49.2,150,12304,150,,,,
23/01/2017 0:00,44.2,150,12004,150,,,,
24/01/2017 0:00,39.3,150,12225,150,,,,
25/01/2017 0:00,48.2,150,11268,150,,,,
26/01/2017 0:00,51,150,11345,150,,,,
27/01/2017 0:00,48.4,150,11665,150,,,,
28/01/2017 0:00,45.6,150,11687,150,,,,
29/01/2017 0:00,41.3,150,11842,150,,,,
30/01/2017 0:00,40.3,150,11538,150,,,,
31/01/2017 0:00,32.6,150,12199,150,,,,
1/02/2017 0:00,39.5,150,11771,150,,,,
2/02/2017 0:00,37.4,150,11815,150,,,,
3/02/2017 0:00,34.3,150,12177,150,,,,
4/02/2017 0:00,34.6,150,12130,150,,,,
5/02/2017 0:00,32.7,150,12217,150,,,,
6/02/2017 0:00,26,150,12256,150,,,,
7/02/2017 0:00,53,150,11382,150,,,,
8/02/2017 0:00,49.1,150,11465,150,,,,
9/02/2017 0:00,29.4,150,11945,150,,,,
10/02/2017 0:00,32.1,150,12316,150,,,,
11/02/2017 0:00,38.9,150,12354,150,,,,
12/02/2017 0:00,37.1,150,12503,150,,,,
13/02/2017 0:00,35.1,150,12575,150,,,,
14/02/2017 0:00,34.2,150,12978,150,,,,
15/02/2017 0:00,32.9,150,13217,150,,,,
16/02/2017 0:00,21.8,150,13052,150,,,,
17/02/2017 0:00,21.4,150,13334,150,,,,
18/02/2017 0:00,18.7,150,13757,150,,,,
19/02/2017 0:00,17.2,150,14037,150,,,,
20/02/2017 0:00,20.9,150,13817,150,,,,
21/02/2017 0:00,30.7,150,13553,150,,,,
22/02/2017 0:00,27.4,150,13380,150,,,,
23/02/2017 0:00,16,150,13038,150,,,,
24/02/2017 0:00,5.5,150,13543,150,,,,
25/02/2017 0:00,22.5,150,13586,150,,,,
26/02/2017 0:00,37,150,13627,150,,,,
27/02/2017 0:00,31.6,150,13232,150,,,,
28/02/2017 0:00,23.5,150,13493,150,,,,
1/03/2017 0:00,21,150,13498,150,,,,
2/03/2017 0:00,17.3,150,13312,150,,,,
3/03/2017 0:00,17,150,13594,150,,,,
4/03/2017 0:00,26.1,150,13309,150,,,,
5/03/2017 0:00,22.3,150,12857,150,,,,
6/03/2017 0:00,22.2,150,12812,150,,,,
7/03/2017 0:00,28.2,150,12475,150,,,,
8/03/2017 0:00,21.9,150,12307,150,,,,
9/03/2017 0:00,16.7,150,12493,150,,,,
10/03/2017 0:00,13,150,12209,150,,,,
11/03/2017 0:00,14,150,12307,150,,,,
12/03/2017 0:00,15.4,150,12139,150,,,,
13/03/2017 0:00,11.3,150,11757,150,,,,
14/03/2017 0:00,21.6,150,11749,150,,,,
15/03/2017 0:00,24.5,150,11194,150,,,,
16/03/2017 0:00,18,150,11284,150,,,,
17/03/2017 0:00,9.7,150,11604,150,,,,
18/03/2017 0:00,24.6,150,11400,150,,,,
19/03/2017 0:00,21.6,150,11352,150,,,,
20/03/2017 0:00,16.1,150,11207,150,,,,
21/03/2017 0:00,19.5,150,11471,150,,,,
22/03/2017 0:00,36.2,150,10417,150,,,,
23/03/2017 0:00,38.4,150,9896,150,,,,
24/03/2017 0:00,26.9,150,9958,150,,,,
25/03/2017 0:00,20,150,10058,150,,,,
26/03/2017 0:00,14.8,150,9962,150,,,,
27/03/2017 0:00,16.1,150,10374,150,,,,
28/03/2017 0:00,10.4,150,10174,150,,,,
29/03/2017 0:00,7.5,150,10845,150,,,,
30/03/2017 0:00,11,150,10398,150,,,,
31/03/2017 0:00,19.6,150,9748,150,,,,
1/04/2017 0:00,24.4,150,9538,150,,,,
2/04/2017 0:00,21.8,150,9647,150,,,,
3/04/2017 0:00,29.4,150,9397,150,,,,
4/04/2017 0:00,30.8,150,9408,150,,,,
5/04/2017 0:00,25.5,150,9257,150,,,,
6/04/2017 0:00,21,150,9427,150,,,,
7/04/2017 0:00,18.4,150,9126,150,,,,
8/04/2017 0:00,16.1,150,9481,150,,,,
9/04/2017 0:00,12.8,150,9792,150,,,,
10/04/2017 0:00,9.3,150,9770,150,,,,
11/04/2017 0:00,37.9,150,9563,150,,,,
12/04/2017 0:00,29.1,150,9987,150,,,,
13/04/2017 0:00,23.2,150,9567,150,,,,
14/04/2017 0:00,18,150,9329,150,,,,
15/04/2017 0:00,16.1,150,9478,150,,,,
16/04/2017 0:00,15.3,150,9599,150,,,,
17/04/2017 0:00,14.3,150,9614,150,,,,
18/04/2017 0:00,15.2,150,9579,150,,,,
19/04/2017 0:00,15.8,150,9450,150,,,,
20/04/2017 0:00,15.7,150,9884,150,,,,
21/04/2017 0:00,16.7,150,9608,150,,,,
22/04/2017 0:00,21.3,150,7664,150,,,,
23/04/2017 0:00,24.6,150,7979,150,,,,
24/04/2017 0:00,28.1,150,8423,150,,,,
25/04/2017 0:00,31.4,150,8113,150,,,,
26/04/2017 0:00,26.4,150,7453,150,,,,
27/04/2017 0:00,50.5,150,6761,150,,,,
28/04/2017 0:00,58.8,150,6641,150,,,,
29/04/2017 0:00,47.7,150,6713,150,,,,
30/04/2017 0:00,43.7,150,7053,150,,,,
1/05/2017 0:00,38.6,150,7243,150,,,,
2/05/2017 0:00,33,150,7398,150,,,,
3/05/2017 0:00,46.1,150,7550,150,,,,
4/05/2017 0:00,50.1,150,7608,150,,,,
5/05/2017 0:00,47.3,150,7702,150,,,,
6/05/2017 0:00,39.2,150,7860,150,,,,
7/05/2017 0:00,34.4,150,8021,150,,,,
8/05/2017 0:00,44.7,150,8226,150,,,,
9/05/2017 0:00,41.8,150,8426,150,,,,
10/05/2017 0:00,36,150,8502,150,,,,
11/05/2017 0:00,28.3,150,8533,150,,,,
12/05/2017 0:00,24.1,150,8590,150,,,,
13/05/2017 0:00,26.4,150,8589,150,,,,
14/05/2017 0:00,31.4,150,8737,150,,,,
15/05/2017 0:00,26.4,150,9017,150,,,,
16/05/2017 0:00,23,150,9156,150,,,,
17/05/2017 0:00,22.8,150,9305,150,,,,
18/05/2017 0:00,18.1,150,9375,150,,,,
19/05/2017 0:00,26.6,150,9302,150,,,,
20/05/2017 0:00,33.9,150,9006,150,,,,
21/05/2017 0:00,34.4,150,8046,150,,,,
22/05/2017 0:00,37.8,150,8252,150,,,,
23/05/2017 0:00,31.6,150,8538,150,,,,
24/05/2017 0:00,23.6,150,8503,150,,,,
25/05/2017 0:00,18.6,150,8580,150,,,,
26/05/2017 0:00,26.6,150,8487,150,,,,
27/05/2017 0:00,32.6,150,8585,150,,,,
28/05/2017 0:00,26.2,150,8643,150,,,,
29/05/2017 0:00,52.4,150,6692,150,,,,
30/05/2017 0:00,67.6,150,7351,150,,,,
31/05/2017 0:00,84.1,150,7706,150,,,,
1/06/2017 0:00,,255,,255,,,,
2/06/2017 0:00,,255,,255,,,,
