Date,Goolwa (122),Mundoo (26),EweIs (111),Tauw (322),Boundary (6),Hour
01/01/2010 00:00,0.000,0.000,0.000,0.000,0.000,0
03/09/2010 00:00,0.000,0.000,0.000,0.000,0.000,5880
04/09/2010 00:00,0.066,0.000,0.000,0.009,0.000,5904
05/09/2010 00:00,0.049,0.000,0.000,0.009,0.000,5928
06/09/2010 00:00,0.033,0.000,0.000,0.009,0.000,5952
07/09/2010 00:00,0.008,0.000,0.000,0.009,0.000,5976
08/09/2010 00:00,0.008,0.000,0.000,0.009,0.000,6000
09/09/2010 00:00,0.008,0.000,0.000,0.009,0.000,6024
10/09/2010 00:00,0.008,0.000,0.000,0.009,0.000,6048
11/09/2010 00:00,0.008,0.000,0.000,0.009,0.000,6072
12/09/2010 00:00,0.008,0.000,0.000,0.009,0.000,6096
13/09/2010 00:00,0.008,0.000,0.000,0.009,0.000,6120
14/09/2010 00:00,0.041,0.000,0.000,0.009,0.000,6144
15/09/2010 00:00,0.066,0.000,0.000,0.009,0.000,6168
16/09/2010 00:00,0.049,0.000,0.000,0.009,0.000,6192
17/09/2010 00:00,0.008,0.038,0.018,0.022,0.167,6216
18/09/2010 00:00,0.008,0.038,0.018,0.022,0.167,6240
19/09/2010 00:00,0.008,0.038,0.018,0.022,0.167,6264
20/09/2010 00:00,0.008,0.038,0.018,0.022,0.167,6288
21/09/2010 00:00,0.016,0.038,0.018,0.034,0.167,6312
22/09/2010 00:00,0.016,0.038,0.018,0.034,0.167,6336
23/09/2010 00:00,0.016,0.038,0.018,0.034,0.167,6360
24/09/2010 00:00,0.016,0.038,0.018,0.034,0.167,6384
25/09/2010 00:00,0.016,0.038,0.018,0.034,0.167,6408
26/09/2010 00:00,0.016,0.038,0.018,0.034,0.167,6432
27/09/2010 00:00,0.016,0.038,0.018,0.034,0.167,6456
28/09/2010 00:00,0.016,0.038,0.018,0.034,0.167,6480
29/09/2010 00:00,0.016,0.038,0.018,0.034,0.167,6504
30/09/2010 00:00,0.041,0.038,0.018,0.034,0.167,6528
01/10/2010 00:00,0.164,0.038,0.027,0.047,0.167,6552
02/10/2010 00:00,0.164,0.038,0.027,0.047,0.167,6576
03/10/2010 00:00,0.164,0.038,0.027,0.047,0.167,6600
04/10/2010 00:00,0.164,0.038,0.027,0.047,0.167,6624
05/10/2010 00:00,0.164,0.038,0.027,0.047,0.167,6648
06/10/2010 00:00,0.164,0.038,0.027,0.047,0.167,6672
07/10/2010 00:00,0.164,0.038,0.027,0.047,0.167,6696
08/10/2010 00:00,0.164,0.038,0.027,0.047,0.167,6720
09/10/2010 00:00,0.164,0.038,0.027,0.047,0.167,6744
10/10/2010 00:00,0.164,0.038,0.027,0.047,0.167,6768
11/10/2010 00:00,0.164,0.077,0.036,0.056,0.167,6792
12/10/2010 00:00,0.221,0.115,0.045,0.065,0.167,6816
13/10/2010 00:00,0.279,0.115,0.063,0.081,0.167,6840
14/10/2010 00:00,0.361,0.115,0.063,0.081,0.167,6864
15/10/2010 00:00,0.361,0.115,0.063,0.081,0.167,6888
16/10/2010 00:00,0.361,0.115,0.063,0.081,0.167,6912
17/10/2010 00:00,0.361,0.115,0.063,0.081,0.167,6936
18/10/2010 00:00,0.385,0.115,0.081,0.096,0.167,6960
19/10/2010 00:00,0.385,0.115,0.099,0.115,0.167,6984
20/10/2010 00:00,0.385,0.115,0.099,0.115,0.167,7008
21/10/2010 00:00,0.443,0.115,0.099,0.130,0.167,7032
22/10/2010 00:00,0.443,0.115,0.099,0.130,0.167,7056
23/10/2010 00:00,0.443,0.115,0.099,0.130,0.167,7080
24/10/2010 00:00,0.443,0.115,0.099,0.130,0.167,7104
25/10/2010 00:00,0.443,0.115,0.099,0.130,0.167,7128
26/10/2010 00:00,0.443,0.115,0.099,0.130,0.167,7152
27/10/2010 00:00,0.443,0.115,0.099,0.130,0.167,7176
28/10/2010 00:00,0.320,0.115,0.126,0.152,0.167,7200
29/10/2010 00:00,0.320,0.115,0.126,0.152,0.167,7224
30/10/2010 00:00,0.320,0.115,0.126,0.152,0.167,7248
31/10/2010 00:00,0.320,0.115,0.126,0.152,0.167,7272
01/11/2010 00:00,0.385,0.115,0.135,0.165,0.167,7296
02/11/2010 00:00,0.451,0.115,0.144,0.177,0.167,7320
03/11/2010 00:00,0.451,0.115,0.144,0.177,0.167,7344
04/11/2010 00:00,0.451,0.115,0.144,0.177,0.167,7368
05/11/2010 00:00,0.451,0.115,0.144,0.177,0.167,7392
06/11/2010 00:00,0.451,0.115,0.144,0.177,0.167,7416
07/11/2010 00:00,0.451,0.115,0.144,0.177,0.167,7440
08/11/2010 00:00,0.385,0.115,0.135,0.165,0.167,7464
09/11/2010 00:00,0.385,0.115,0.135,0.165,0.167,7488
10/11/2010 00:00,0.262,0.115,0.135,0.165,0.167,7512
11/11/2010 00:00,0.262,0.115,0.135,0.165,0.167,7536
12/11/2010 00:00,0.262,0.115,0.135,0.165,0.167,7560
13/11/2010 00:00,0.262,0.115,0.135,0.165,0.167,7584
14/11/2010 00:00,0.262,0.115,0.135,0.165,0.167,7608
15/11/2010 00:00,0.262,0.115,0.135,0.165,0.167,7632
16/11/2010 00:00,0.262,0.115,0.135,0.165,0.167,7656
17/11/2010 00:00,0.262,0.115,0.135,0.165,0.167,7680
18/11/2010 00:00,0.262,0.115,0.135,0.165,0.167,7704
19/11/2010 00:00,0.262,0.115,0.135,0.165,0.167,7728
20/11/2010 00:00,0.262,0.115,0.135,0.165,0.167,7752
21/11/2010 00:00,0.262,0.115,0.135,0.165,0.167,7776
22/11/2010 00:00,0.262,0.115,0.135,0.165,0.167,7800
23/11/2010 00:00,0.262,0.115,0.135,0.165,0.167,7824
24/11/2010 00:00,0.262,0.115,0.135,0.165,0.167,7848
25/11/2010 00:00,0.303,0.115,0.135,0.165,0.167,7872
26/11/2010 00:00,0.344,0.115,0.135,0.186,0.167,7896
27/11/2010 00:00,0.344,0.115,0.135,0.186,0.167,7920
28/11/2010 00:00,0.344,0.115,0.135,0.186,0.167,7944
29/11/2010 00:00,0.385,0.115,0.153,0.202,0.167,7968
30/11/2010 00:00,0.467,0.115,0.189,0.233,0.167,7992
01/12/2010 00:00,0.533,0.115,0.225,0.264,0.167,8016
02/12/2010 00:00,0.615,0.115,0.261,0.295,0.167,8040
03/12/2010 00:00,0.615,0.115,0.261,0.295,0.167,8064
04/12/2010 00:00,0.615,0.115,0.261,0.295,0.167,8088
05/12/2010 00:00,0.615,0.115,0.261,0.295,0.167,8112
06/12/2010 00:00,0.615,0.115,0.261,0.295,0.167,8136
07/12/2010 00:00,0.656,0.115,0.279,0.311,0.167,8160
08/12/2010 00:00,0.738,0.115,0.315,0.342,0.167,8184
09/12/2010 00:00,0.820,0.115,0.387,0.404,0.333,8208
10/12/2010 00:00,0.844,0.115,0.459,0.466,1.000,8232
11/12/2010 00:00,0.852,0.115,0.532,0.528,1.000,8256
12/12/2010 00:00,0.852,0.115,0.532,0.528,1.000,8280
13/12/2010 00:00,0.852,0.115,0.532,0.528,1.000,8304
14/12/2010 00:00,0.852,0.115,0.532,0.528,1.000,8328
15/12/2010 00:00,0.852,0.115,0.532,0.528,1.000,8352
16/12/2010 00:00,0.852,0.115,0.532,0.528,1.000,8376
17/12/2010 00:00,0.852,0.115,0.532,0.528,1.000,8400
18/12/2010 00:00,0.852,0.115,0.532,0.528,1.000,8424
19/12/2010 00:00,0.852,0.115,0.532,0.528,1.000,8448
20/12/2010 00:00,0.852,0.115,0.532,0.528,1.000,8472
21/12/2010 00:00,0.877,0.577,0.532,0.565,1.000,8496
22/12/2010 00:00,0.877,0.577,0.604,0.565,1.000,8520
23/12/2010 00:00,0.877,0.577,0.604,0.565,1.000,8544
24/12/2010 00:00,0.877,0.577,0.604,0.565,1.000,8568
25/12/2010 00:00,0.877,0.577,0.604,0.565,1.000,8592
26/12/2010 00:00,0.877,0.577,0.604,0.565,1.000,8616
27/12/2010 00:00,0.877,0.577,0.604,0.565,1.000,8640
28/12/2010 00:00,0.877,0.577,0.604,0.565,1.000,8664
29/12/2010 00:00,0.877,0.577,0.604,0.565,1.000,8688
30/12/2010 00:00,0.877,0.577,0.604,0.565,1.000,8712
31/12/2010 00:00,0.877,0.577,0.604,0.565,1.000,8736
01/01/2011 00:00,0.877,0.577,0.604,0.565,1.000,8760
02/01/2011 00:00,0.877,0.577,0.604,0.565,1.000,8784
03/01/2011 00:00,0.877,0.577,0.604,0.565,1.000,8808
04/01/2011 00:00,0.877,0.577,0.604,0.565,1.000,8832
05/01/2011 00:00,0.877,0.577,0.604,0.565,1.000,8856
06/01/2011 00:00,0.877,0.577,0.604,0.565,1.000,8880
07/01/2011 00:00,0.877,0.577,0.604,0.565,1.000,8904
08/01/2011 00:00,0.877,0.577,0.604,0.565,1.000,8928
09/01/2011 00:00,0.877,0.577,0.604,0.565,1.000,8952
10/01/2011 00:00,0.918,0.577,0.604,0.565,1.000,8976
11/01/2011 00:00,0.918,0.577,0.604,0.565,1.000,9000
12/01/2011 00:00,0.918,0.577,0.604,0.565,1.000,9024
13/01/2011 00:00,0.918,0.577,0.604,0.565,1.000,9048
14/01/2011 00:00,0.918,0.577,0.604,0.565,1.000,9072
15/01/2011 00:00,0.918,0.577,0.604,0.565,1.000,9096
16/01/2011 00:00,0.918,0.577,0.604,0.565,1.000,9120
17/01/2011 00:00,0.918,0.577,0.604,0.565,1.000,9144
18/01/2011 00:00,0.918,0.577,0.604,0.565,1.000,9168
19/01/2011 00:00,0.967,0.577,0.604,0.565,1.000,9192
20/01/2011 00:00,0.967,0.577,0.604,0.565,1.000,9216
21/01/2011 00:00,0.967,0.577,0.604,0.565,1.000,9240
22/01/2011 00:00,0.967,0.577,0.604,0.565,1.000,9264
23/01/2011 00:00,0.967,0.577,0.604,0.565,1.000,9288
24/01/2011 00:00,0.967,0.577,0.604,0.565,1.000,9312
25/01/2011 00:00,0.967,0.577,0.604,0.565,1.000,9336
26/01/2011 00:00,0.967,0.577,0.604,0.565,1.000,9360
27/01/2011 00:00,0.967,0.577,0.604,0.565,1.000,9384
28/01/2011 00:00,0.967,0.577,0.604,0.565,1.000,9408
29/01/2011 00:00,0.967,1.000,0.604,0.565,1.000,9432
30/01/2011 00:00,0.967,1.000,0.604,0.565,1.000,9456
31/01/2011 00:00,0.967,1.000,0.604,0.565,1.000,9480
01/02/2011 00:00,0.967,1.000,0.604,0.565,1.000,9504
02/02/2011 00:00,0.967,1.000,0.604,0.565,1.000,9528
03/02/2011 00:00,0.967,1.000,0.604,0.565,1.000,9552
04/02/2011 00:00,0.967,1.000,0.604,0.565,1.000,9576
05/02/2011 00:00,0.967,1.000,0.604,0.565,1.000,9600
06/02/2011 00:00,0.967,1.000,0.604,0.565,1.000,9624
07/02/2011 00:00,0.639,1.000,0.333,0.444,1.000,9648
08/02/2011 00:00,0.393,1.000,0.333,0.444,1.000,9672
09/02/2011 00:00,0.246,0.769,0.261,0.320,1.000,9696
10/02/2011 00:00,0.164,0.769,0.261,0.196,1.000,9720
11/02/2011 00:00,0.164,0.769,0.153,0.028,1.000,9744
12/02/2011 00:00,0.164,0.769,0.153,0.028,1.000,9768
13/02/2011 00:00,0.164,0.769,0.153,0.028,1.000,9792
14/02/2011 00:00,0.164,1.000,0.153,0.081,1.000,9816
15/02/2011 00:00,0.164,1.000,0.153,0.081,1.000,9840
16/02/2011 00:00,0.246,1.000,0.360,0.165,1.000,9864
17/02/2011 00:00,0.164,1.000,0.270,0.165,1.000,9888
18/02/2011 00:00,0.164,1.000,0.270,0.165,1.000,9912
19/02/2011 00:00,0.164,1.000,0.270,0.165,1.000,9936
20/02/2011 00:00,0.410,1.000,0.270,0.165,1.000,9960
21/02/2011 00:00,0.738,1.000,0.721,0.382,1.000,9984
22/02/2011 00:00,0.984,1.000,0.721,0.537,1.000,10008
23/02/2011 00:00,0.984,1.000,0.721,0.537,1.000,10032
24/02/2011 00:00,0.984,1.000,0.721,0.537,1.000,10056
25/02/2011 00:00,0.984,1.000,0.721,0.537,1.000,10080
26/02/2011 00:00,0.984,1.000,0.721,0.537,1.000,10104
27/02/2011 00:00,0.984,1.000,0.721,0.537,1.000,10128
28/02/2011 00:00,0.984,1.000,0.721,0.537,1.000,10152
01/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10176
02/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10200
03/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10224
04/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10248
05/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10272
06/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10296
07/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10320
08/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10344
09/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10368
10/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10392
11/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10416
12/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10440
13/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10464
14/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10488
15/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10512
16/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10536
17/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10560
18/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10584
19/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10608
20/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10632
21/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10656
22/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10680
23/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10704
24/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10728
25/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10752
26/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10776
27/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10800
28/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10824
29/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10848
30/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10872
31/03/2011 00:00,0.984,1.000,0.721,0.537,1.000,10896
01/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,10920
02/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,10944
03/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,10968
04/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,10992
05/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11016
06/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11040
07/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11064
08/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11088
09/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11112
10/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11136
11/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11160
12/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11184
13/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11208
14/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11232
15/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11256
16/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11280
17/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11304
18/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11328
19/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11352
20/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11376
21/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11400
22/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11424
23/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11448
24/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11472
25/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11496
26/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11520
27/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11544
28/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11568
29/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11592
30/04/2011 00:00,0.984,1.000,0.721,0.537,1.000,11616
01/05/2011 00:00,0.984,1.000,0.721,0.537,1.000,11640
02/05/2011 00:00,0.984,1.000,0.721,0.537,1.000,11664
03/05/2011 00:00,0.984,1.000,0.721,0.537,1.000,11688
04/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,11712
05/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,11736
06/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,11760
07/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,11784
08/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,11808
09/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,11832
10/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,11856
11/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,11880
12/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,11904
13/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,11928
14/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,11952
15/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,11976
16/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,12000
17/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,12024
18/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,12048
19/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,12072
20/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,12096
21/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,12120
22/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,12144
23/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,12168
24/05/2011 00:00,0.984,1.000,0.541,0.537,1.000,12192
25/05/2011 00:00,0.984,1.000,0.477,0.537,1.000,12216
26/05/2011 00:00,0.984,1.000,0.477,0.537,1.000,12240
27/05/2011 00:00,0.984,1.000,0.477,0.537,1.000,12264
28/05/2011 00:00,0.984,1.000,0.477,0.537,1.000,12288
29/05/2011 00:00,0.984,1.000,0.477,0.537,1.000,12312
30/05/2011 00:00,0.844,0.885,0.477,0.071,0.833,12336
31/05/2011 00:00,0.549,0.885,0.117,0.071,0.167,12360
01/06/2011 00:00,0.549,0.885,0.117,0.071,0.167,12384
02/06/2011 00:00,0.549,0.500,0.117,0.071,0.167,12408
03/06/2011 00:00,0.549,0.231,0.117,0.071,0.167,12432
04/06/2011 00:00,0.246,0.231,0.117,0.071,0.167,12456
05/06/2011 00:00,0.246,0.231,0.117,0.071,0.167,12480
06/06/2011 00:00,0.246,0.231,0.117,0.071,0.167,12504
07/06/2011 00:00,0.246,0.231,0.072,0.056,0.167,12528
08/06/2011 00:00,0.246,0.115,0.072,0.056,0.167,12552
09/06/2011 00:00,0.246,0.115,0.072,0.056,0.167,12576
10/06/2011 00:00,0.164,0.115,0.072,0.056,0.167,12600
11/06/2011 00:00,0.164,0.115,0.072,0.056,0.167,12624
12/06/2011 00:00,0.164,0.115,0.072,0.056,0.167,12648
13/06/2011 00:00,0.164,0.115,0.072,0.056,0.167,12672
14/06/2011 00:00,0.082,0.077,0.018,0.040,0.167,12696
15/06/2011 00:00,0.082,0.077,0.018,0.040,0.167,12720
16/06/2011 00:00,0.082,0.077,0.018,0.040,0.167,12744
17/06/2011 00:00,0.000,0.000,0.018,0.040,0.167,12768
18/06/2011 00:00,0.000,0.000,0.018,0.040,0.167,12792
19/06/2011 00:00,0.000,0.000,0.018,0.040,0.167,12816
20/06/2011 00:00,0.000,0.000,0.018,0.040,0.167,12840
21/06/2011 00:00,0.000,0.000,0.018,0.040,0.167,12864
22/06/2011 00:00,0.000,0.000,0.018,0.040,0.167,12888
23/06/2011 00:00,0.025,0.192,0.018,0.040,0.167,12912
24/06/2011 00:00,0.164,0.192,0.108,0.040,0.167,12936
25/06/2011 00:00,0.164,0.192,0.108,0.040,0.167,12960
26/06/2011 00:00,0.164,0.192,0.108,0.040,0.167,12984
27/06/2011 00:00,0.164,0.192,0.108,0.040,0.167,13008
28/06/2011 00:00,0.164,0.192,0.108,0.040,0.167,13032
29/06/2011 00:00,0.164,0.192,0.108,0.040,0.167,13056
30/06/2011 00:00,0.164,0.192,0.108,0.040,0.167,13080
01/07/2011 00:00,0.164,0.192,0.108,0.040,0.167,13104
02/07/2011 00:00,0.164,0.192,0.108,0.040,0.167,13128
03/07/2011 00:00,0.164,0.192,0.108,0.040,0.167,13152
04/07/2011 00:00,0.164,0.192,0.108,0.040,0.167,13176
05/07/2011 00:00,0.000,0.000,0.108,0.040,0.167,13200
06/07/2011 00:00,0.082,0.154,0.108,0.040,0.167,13224
07/07/2011 00:00,0.164,0.231,0.108,0.071,0.167,13248
08/07/2011 00:00,0.164,0.231,0.198,0.071,0.167,13272
09/07/2011 00:00,0.082,0.154,0.198,0.071,0.167,13296
10/07/2011 00:00,0.082,0.154,0.198,0.071,0.167,13320
11/07/2011 00:00,0.000,0.000,0.198,0.071,0.167,13344
12/07/2011 00:00,0.164,0.231,0.198,0.071,0.167,13368
13/07/2011 00:00,0.164,0.231,0.198,0.071,0.167,13392
14/07/2011 00:00,0.000,0.231,0.198,0.071,0.167,13416
15/07/2011 00:00,0.164,0.231,0.198,0.134,0.167,13440
16/07/2011 00:00,0.164,0.231,0.198,0.134,0.167,13464
17/07/2011 00:00,0.164,0.231,0.198,0.134,0.167,13488
18/07/2011 00:00,0.164,0.000,0.198,0.134,0.167,13512
19/07/2011 00:00,0.164,0.231,0.198,0.134,0.167,13536
20/07/2011 00:00,0.164,0.231,0.198,0.134,0.167,13560
21/07/2011 00:00,0.164,0.000,0.198,0.134,0.167,13584
22/07/2011 00:00,0.164,0.231,0.198,0.134,0.167,13608
23/07/2011 00:00,0.164,0.231,0.198,0.134,0.167,13632
24/07/2011 00:00,0.164,0.231,0.198,0.134,0.167,13656
25/07/2011 00:00,0.082,0.115,0.198,0.102,0.167,13680
26/07/2011 00:00,0.082,0.231,0.198,0.102,0.167,13704
27/07/2011 00:00,0.082,0.231,0.198,0.109,0.167,13728
28/07/2011 00:00,0.082,0.231,0.198,0.109,0.167,13752
29/07/2011 00:00,0.123,0.231,0.198,0.124,0.167,13776
30/07/2011 00:00,0.000,0.000,0.198,0.124,0.167,13800
31/07/2011 00:00,0.000,0.000,0.198,0.124,0.167,13824
01/08/2011 00:00,0.082,0.231,0.198,0.171,0.167,13848
02/08/2011 00:00,0.164,0.231,0.198,0.171,0.167,13872
03/08/2011 00:00,0.246,0.231,0.378,0.233,0.167,13896
04/08/2011 00:00,0.246,0.231,0.378,0.233,0.167,13920
05/08/2011 00:00,0.246,0.231,0.378,0.280,0.167,13944
06/08/2011 00:00,0.246,0.231,0.378,0.280,0.167,13968
07/08/2011 00:00,0.246,0.231,0.378,0.280,0.167,13992
08/08/2011 00:00,0.246,0.231,0.378,0.280,0.167,14016
09/08/2011 00:00,0.246,0.231,0.378,0.280,0.167,14040
